timestamp,user_id,app_name,message_text,message_count,hour,day_of_week,is_overnight,sentiment_score,depression_score,anxiety_score,self_harm_score,overall_risk_score
2026-01-15 20:27:38,user_015,Messenger,You're the best,22,20,Thursday,FALSE,0.7979,0.0936,0.0503,0.0277,0.062
2026-01-15 20:34:27,user_001,WhatsApp,Trying to keep it together,6,20,Thursday,FALSE,0.1807,0.3003,0.4394,0.1659,0.3154
2026-01-15 21:25:55,user_005,WhatsApp,I'm so nervous,1,21,Thursday,FALSE,0.3205,0.3326,0.8732,0.0431,0.4494
2026-01-15 22:13:05,user_074,Discord,You're the best,3,22,Thursday,FALSE,0.5058,0.154,0.0306,0.0309,0.08
2026-01-15 22:37:29,user_016,Telegram,Best day ever,15,22,Thursday,FALSE,0.9309,0.1506,0.1776,0.0483,0.1345
2026-01-15 23:08:32,user_044,Snapchat,Everyone is hanging out without me,4,23,Thursday,FALSE,0.3617,0.6063,0.4207,0.1114,0.4176
2026-01-15 23:27:15,user_050,Messenger,My chest feels tight,5,23,Thursday,FALSE,0.0771,0.5314,0.7933,0.1603,0.5303
2026-01-16 02:53:08,user_070,WhatsApp,Everything feels overwhelming,8,2,Friday,TRUE,0,0.4493,0.7137,0.0226,0.4352
2026-01-16 03:08:12,user_031,Instagram,Loved the movie,16,3,Friday,TRUE,0.3061,0.1995,0.0997,0.0404,0.1248
2026-01-16 07:08:47,user_029,Telegram,School is stressing me out,17,7,Friday,FALSE,0.2983,0.4429,0.5334,0.1026,0.3895
2026-01-16 07:48:19,user_004,WhatsApp,Wish I had someone to talk to,21,7,Friday,FALSE,0.0024,0.761,0.4699,0.0802,0.4889
2026-01-16 09:07:17,user_013,Messenger,You're the best,5,9,Friday,FALSE,0.584,0.074,0.033,0.0122,0.0442
2026-01-16 12:09:01,user_002,Discord,Did you do the homework?,3,12,Friday,FALSE,0.6177,0.0902,0.0497,0.0291,0.0607
2026-01-16 12:20:33,user_034,Telegram,I'll be there in 5,25,12,Friday,FALSE,0.5498,0.1602,0.1009,0.0316,0.1073
2026-01-16 18:53:50,user_023,Telegram,I can't sleep again tonight,14,18,Friday,FALSE,0.203,0.4279,0.4401,0.0328,0.3334
2026-01-16 18:56:44,user_030,Telegram,Just woke up,24,18,Friday,FALSE,0.5338,0.0035,0.1824,0.0224,0.0709
2026-01-16 18:58:51,user_041,Instagram,I can't sleep again tonight,12,18,Friday,FALSE,0.2559,0.3312,0.4489,0.0662,0.3062
2026-01-16 19:07:24,user_020,WhatsApp,Loved the movie,23,19,Friday,FALSE,0.7783,0.026,0.1168,0.0128,0.0545
2026-01-16 19:21:50,user_061,Instagram,I'm drowning in work,2,19,Friday,FALSE,0.3456,0.5432,0.38,0.1575,0.3897
2026-01-16 19:52:20,user_029,WhatsApp,I don't feel like talking to anyone,19,19,Friday,FALSE,0.0338,0.647,0.3574,0.0755,0.4028
2026-01-16 20:28:51,user_044,Discord,I can't stop thinking about it,12,20,Friday,FALSE,0.2304,0.3597,0.7305,0.1668,0.4413
2026-01-16 20:49:04,user_065,Discord,I am happy today,10,20,Friday,FALSE,0.5069,0.0431,0.1845,0.0474,0.0937
2026-01-16 21:49:49,user_047,Messenger,I need a break,25,21,Friday,FALSE,0.22,0.4056,0.3653,0.1801,0.3351
2026-01-16 21:53:14,user_029,WhatsApp,I have no real friends,4,21,Friday,FALSE,0.194,0.739,0.4177,0.0714,0.4596
2026-01-16 22:00:12,user_002,Telegram,I have so much to do,17,22,Friday,FALSE,0.078,0.4759,0.3985,0.1822,0.3754
2026-01-16 23:58:32,user_065,Snapchat,I'll be there in 5,2,23,Friday,FALSE,0.8751,0.0256,0.1051,0.0212,0.0524
2026-01-17 01:12:56,user_037,Snapchat,Loved the movie,7,1,Saturday,TRUE,0.5577,0.2978,0.1086,0.0127,0.1603
2026-01-17 03:18:02,user_035,WhatsApp,On my way,22,3,Saturday,TRUE,0.672,0.2802,0.0321,0.0099,0.1258
2026-01-17 04:12:01,user_003,WhatsApp,Feeling left out,15,4,Saturday,TRUE,0,0.7166,0.5378,0.1287,0.5071
2026-01-17 04:13:41,user_054,Messenger,Feeling great today,17,4,Saturday,TRUE,0.6696,0.1657,0.0556,0.0322,0.0938
2026-01-17 05:02:24,user_057,Messenger,I'm so nervous,21,5,Saturday,FALSE,0.2784,0.4522,0.8689,0.0719,0.503
2026-01-17 06:08:09,user_017,Telegram,I am happy today,25,6,Saturday,FALSE,0.7538,0.108,0.1477,0.0263,0.1015
2026-01-17 09:30:46,user_017,Instagram,Wish I had someone to talk to,22,9,Saturday,FALSE,0.3102,0.543,0.5615,0.1644,0.4548
2026-01-17 09:38:54,user_035,Messenger,Everything feels overwhelming,19,9,Saturday,FALSE,0.0931,0.4274,0.4497,0.153,0.3666
2026-01-17 12:38:17,user_007,WhatsApp,I can't deal with this right now,4,12,Saturday,FALSE,0.2074,0.3328,0.315,0.0498,0.2558
2026-01-17 15:38:38,user_002,Snapchat,School is stressing me out,12,15,Saturday,FALSE,0.3634,0.4083,0.3444,0.1708,0.3266
2026-01-17 18:39:14,user_022,Telegram,Having the best time,8,18,Saturday,FALSE,0.9995,0.1199,0.1464,0.0473,0.111
2026-01-17 18:40:39,user_066,Snapchat,I feel really tired today,16,18,Saturday,FALSE,0.1007,0.6629,0.3083,0.1262,0.4046
2026-01-17 20:11:48,user_047,WhatsApp,That was hilarious,22,20,Saturday,FALSE,0.7719,0.1745,0.1654,0.0342,0.1362
2026-01-17 20:15:50,user_009,Snapchat,See you tomorrow,3,20,Saturday,FALSE,0.777,0.0738,0.1607,0.0276,0.0927
2026-01-17 20:18:20,user_023,Discord,What time is it?,2,20,Saturday,FALSE,0.954,0.0179,0.1148,0.0268,0.054
2026-01-17 20:29:22,user_036,Snapchat,I'll be there in 5,25,20,Saturday,FALSE,0.6115,0.132,0.0797,0.0139,0.0842
2026-01-17 21:42:53,user_026,Snapchat,I feel really alone sometimes,8,21,Saturday,FALSE,0.3797,0.6882,0.3738,0.1173,0.4354
2026-01-18 00:12:44,user_044,Discord,"Please reply, I'm worrying",11,0,Sunday,TRUE,0,0.52,0.6901,0.1534,0.4879
2026-01-18 05:13:22,user_040,Messenger,What if it goes wrong?,16,5,Sunday,FALSE,0.2385,0.2377,0.8202,0.1006,0.4073
2026-01-18 05:39:45,user_042,Messenger,See you tomorrow,18,5,Sunday,FALSE,0.9606,0.0265,0.1421,0.0488,0.0725
2026-01-18 05:42:44,user_029,Messenger,You're the best,9,5,Sunday,FALSE,0.9967,0.0058,0.1858,0.0163,0.0714
2026-01-18 10:16:21,user_031,Messenger,Did you do the homework?,18,10,Sunday,FALSE,0.7779,0.1033,0.0382,0.0121,0.0577
2026-01-18 11:35:59,user_003,Telegram,I feel really alone sometimes,20,11,Sunday,FALSE,0.3847,0.679,0.3588,0.1453,0.4335
2026-01-18 13:37:38,user_022,Messenger,My chest feels tight,24,13,Sunday,FALSE,0.1767,0.4045,0.8027,0.1587,0.4824
2026-01-18 15:08:37,user_062,WhatsApp,Just woke up,5,15,Sunday,FALSE,0.5046,0.1391,0.1634,0.0494,0.1252
2026-01-18 15:47:52,user_068,Snapchat,I'll be there in 5,8,15,Sunday,FALSE,0.7218,0.0605,0.0734,0.0276,0.0568
2026-01-18 18:06:58,user_020,Messenger,Did you do the homework?,16,18,Sunday,FALSE,0.5516,0.0146,0.1143,0.0125,0.049
2026-01-18 18:48:52,user_070,Snapchat,What's the point,22,18,Sunday,FALSE,0.3715,0.6197,0.4256,0.1133,0.4252
2026-01-18 19:17:46,user_039,WhatsApp,My parents are so annoying,6,19,Sunday,FALSE,0.2099,0.3849,0.3302,0.0388,0.2792
2026-01-18 19:18:10,user_047,Messenger,Trying to keep it together,16,19,Sunday,FALSE,0.0017,0.5176,0.5773,0.1841,0.4551
2026-01-18 19:20:19,user_075,WhatsApp,I'm so far behind,3,19,Sunday,FALSE,0.1218,0.583,0.4304,0.1965,0.433
2026-01-18 19:39:03,user_055,Telegram,Having the best time,10,19,Sunday,FALSE,0.9936,0.0967,0.1377,0.0467,0.0986
2026-01-18 21:10:58,user_063,Discord,See you tomorrow,25,21,Sunday,FALSE,0.9397,0.1533,0.0813,0.0017,0.0902
2026-01-18 21:59:51,user_021,WhatsApp,What time is it?,22,21,Sunday,FALSE,0.9616,0.1552,0.1714,0.0364,0.1312
2026-01-18 22:04:34,user_071,Instagram,Just woke up,4,22,Sunday,FALSE,0.5543,0.1139,0.0903,0.0447,0.0884
2026-01-18 23:26:44,user_063,Instagram,I'm so far behind,18,23,Sunday,FALSE,0.2161,0.4982,0.3892,0.0192,0.3403
2026-01-18 23:38:04,user_012,Discord,Trying to keep it together,18,23,Sunday,FALSE,0.2511,0.4493,0.5414,0.0285,0.3763
2026-01-19 01:45:16,user_014,WhatsApp,Everything feels overwhelming,12,1,Monday,TRUE,0.0714,0.6572,0.406,0.1437,0.4409
2026-01-19 02:41:17,user_015,Discord,I'm worried about exams,11,2,Monday,TRUE,0,0.5806,0.5451,0.1322,0.4561
2026-01-19 04:25:50,user_048,WhatsApp,Feeling left out,24,4,Monday,TRUE,0,0.7902,0.3894,0.1774,0.4967
2026-01-19 06:31:23,user_015,Snapchat,Feeling great today,13,6,Monday,FALSE,0.9523,0.1414,0.0418,0.0098,0.0736
2026-01-19 09:18:42,user_075,Instagram,I feel empty,17,9,Monday,FALSE,0.2291,0.556,0.3511,0.1475,0.3821
2026-01-19 11:46:51,user_019,WhatsApp,Best day ever,21,11,Monday,FALSE,0.6838,0.0599,0.0765,0.0407,0.0609
2026-01-19 15:13:15,user_047,WhatsApp,My parents are so annoying,1,15,Monday,FALSE,0.381,0.3995,0.522,0.0411,0.3528
2026-01-19 16:01:35,user_055,Snapchat,Can you send me the link?,6,16,Monday,FALSE,0.7098,0.0898,0.0556,0.0435,0.0663
2026-01-19 18:43:21,user_047,Discord,Why am I always alone,14,18,Monday,FALSE,0.337,0.6971,0.3393,0.0587,0.4123
2026-01-19 19:08:13,user_033,Telegram,I can't stop thinking about it,21,19,Monday,FALSE,0.2019,0.4844,0.6369,0.1584,0.4563
2026-01-19 20:18:59,user_031,Telegram,What's the point,19,20,Monday,FALSE,0.2813,0.5272,0.5486,0.1936,0.4513
2026-01-19 20:28:19,user_061,Telegram,Did you do the homework?,10,20,Monday,FALSE,0.5779,0.0021,0.1047,0.0379,0.047
2026-01-19 20:50:57,user_054,Discord,What if it goes wrong?,4,20,Monday,FALSE,0.3326,0.4128,0.7577,0.1102,0.4579
2026-01-19 21:36:03,user_008,Discord,I am happy today,18,21,Monday,FALSE,0.5429,0.0688,0.1083,0.0485,0.0775
2026-01-19 21:46:11,user_018,Discord,Can you send me the link?,22,21,Monday,FALSE,0.623,0.0392,0.0352,0.0131,0.0313
2026-01-19 22:24:28,user_014,Instagram,Feeling left out,19,22,Monday,FALSE,0.0812,0.6201,0.3206,0.0846,0.3814
2026-01-19 22:33:04,user_043,Snapchat,I don't feel like talking to anyone,11,22,Monday,FALSE,0.1664,0.7148,0.2368,0.0442,0.3799
2026-01-19 22:50:50,user_019,WhatsApp,What if it goes wrong?,9,22,Monday,FALSE,0.3216,0.2459,0.6593,0.045,0.3404
2026-01-20 03:20:36,user_048,Discord,So much homework,5,3,Tuesday,TRUE,0,0.4615,0.5121,0.1331,0.3971
2026-01-20 04:02:03,user_019,Instagram,I have so much to do,25,4,Tuesday,TRUE,0,0.6879,0.5263,0.0622,0.4749
2026-01-20 05:04:10,user_010,Messenger,Feeling great today,15,5,Tuesday,FALSE,0.8447,0.094,0.0065,0.0144,0.0435
2026-01-20 05:19:39,user_012,Discord,Feeling left out,2,5,Tuesday,FALSE,0.1775,0.539,0.4412,0.1351,0.4038
2026-01-20 05:43:04,user_034,WhatsApp,See you tomorrow,6,5,Tuesday,FALSE,0.9499,0.0284,0.0025,0.0237,0.0182
2026-01-20 06:03:01,user_044,Discord,Did you do the homework?,3,6,Tuesday,FALSE,0.6785,0.0317,0.1656,0.0447,0.0818
2026-01-20 08:04:42,user_042,WhatsApp,I need a break,14,8,Tuesday,FALSE,0.0759,0.505,0.5297,0.0308,0.3951
2026-01-20 08:36:28,user_061,Discord,I can't sleep again tonight,6,8,Tuesday,FALSE,0.1087,0.5344,0.324,0.1945,0.3758
2026-01-20 08:43:41,user_018,Telegram,I can't sleep again tonight,9,8,Tuesday,FALSE,0.299,0.5214,0.3931,0.0759,0.3651
2026-01-20 11:22:36,user_007,Telegram,Did you do the homework?,25,11,Tuesday,FALSE,0.511,0.166,0.0792,0.0004,0.0942
2026-01-20 13:03:09,user_011,Telegram,Everything feels overwhelming,15,13,Tuesday,FALSE,0.0176,0.5382,0.6694,0.0826,0.4702
2026-01-20 17:27:19,user_018,Snapchat,Wish I had someone to talk to,7,17,Tuesday,FALSE,0.1797,0.5395,0.4957,0.1162,0.4184
2026-01-20 18:05:01,user_018,Messenger,So much homework,15,18,Tuesday,FALSE,0.0647,0.4378,0.4711,0.1167,0.3692
2026-01-20 18:51:47,user_064,Telegram,I can't stop thinking about it,7,18,Tuesday,FALSE,0.0113,0.579,0.8102,0.1127,0.5433
2026-01-20 20:23:14,user_046,Telegram,I'm so far behind,3,20,Tuesday,FALSE,0.389,0.5079,0.4335,0.1915,0.4028
2026-01-20 21:27:05,user_071,Messenger,I don't know what to do,16,21,Tuesday,FALSE,0.2739,0.3497,0.8537,0.0955,0.4625
2026-01-21 01:36:25,user_073,Telegram,Feeling left out,3,1,Wednesday,TRUE,0.0972,0.6276,0.5533,0.0189,0.4494
2026-01-21 04:55:27,user_046,Discord,Feeling great today,18,4,Wednesday,TRUE,0.491,0.1631,0.1061,0.0478,0.1143
2026-01-21 05:45:47,user_047,WhatsApp,I just want to stay in bed,14,5,Wednesday,FALSE,0.209,0.7079,0.35,0.0411,0.4159
2026-01-21 10:56:31,user_006,Telegram,My parents are so annoying,14,10,Wednesday,FALSE,0.3925,0.4408,0.5519,0.1829,0.4152
2026-01-21 17:36:03,user_043,Snapchat,I'm so far behind,24,17,Wednesday,FALSE,0.0653,0.3646,0.3763,0.1678,0.3195
2026-01-21 18:05:09,user_024,WhatsApp,You're the best,9,18,Wednesday,FALSE,0.5409,0.1748,0.0903,0.021,0.1067
2026-01-21 18:12:07,user_016,Discord,I need a break,2,18,Wednesday,FALSE,0.0862,0.5474,0.3572,0.0676,0.3609
2026-01-21 18:57:42,user_074,Telegram,That was hilarious,8,18,Wednesday,FALSE,0.9614,0.1267,0.0984,0.0398,0.0951
2026-01-21 19:22:50,user_046,Telegram,Can't wait for the weekend,2,19,Wednesday,FALSE,0.8665,0.1257,0.1543,0.0368,0.1135
2026-01-21 19:27:57,user_020,Messenger,I'm so nervous,4,19,Wednesday,FALSE,0.0877,0.4038,0.8993,0.0182,0.4808
2026-01-21 20:47:13,user_005,Snapchat,Everything feels overwhelming,16,20,Wednesday,FALSE,0.1695,0.4165,0.8101,0.0121,0.4531
2026-01-21 20:53:40,user_041,Telegram,Can you send me the link?,11,20,Wednesday,FALSE,0.7423,0.0478,0.088,0.0357,0.0589
2026-01-21 21:05:04,user_010,Instagram,So much homework,16,21,Wednesday,FALSE,0.3651,0.3624,0.3302,0.1591,0.3003
2026-01-21 21:25:11,user_045,Discord,What if it goes wrong?,4,21,Wednesday,FALSE,0.1321,0.3299,0.8582,0.0975,0.4567
2026-01-21 22:44:47,user_051,Telegram,That was hilarious,25,22,Wednesday,FALSE,0.6985,0.0191,0.1874,0.0237,0.0791
2026-01-21 22:46:40,user_049,Snapchat,I have so much to do,20,22,Wednesday,FALSE,0.0782,0.3321,0.3914,0.1898,0.3173
2026-01-21 23:45:28,user_001,Telegram,See you tomorrow,21,23,Wednesday,FALSE,0.6708,0.092,0.1199,0.0008,0.0789
2026-01-22 01:01:37,user_001,Discord,I can't deal with this right now,17,1,Thursday,TRUE,0,1.0,0.3183,0.8963,0.7355
2026-01-22 01:17:41,user_061,Telegram,Everything feels overwhelming,1,1,Thursday,TRUE,0.1983,0.4097,0.8113,0.0114,0.4507
2026-01-22 02:15:49,user_002,WhatsApp,I feel really alone sometimes,21,2,Thursday,TRUE,0.0284,0.6154,0.3097,0.0537,0.368
2026-01-22 03:07:43,user_036,WhatsApp,I feel really tired today,8,3,Thursday,TRUE,0,0.6356,0.5637,0.1556,0.4904
2026-01-22 04:48:21,user_016,Discord,On my way,18,4,Thursday,TRUE,0.3484,0.2695,0.1207,0.0404,0.1601
2026-01-22 05:20:38,user_013,Instagram,Did you do the homework?,6,5,Thursday,FALSE,0.5293,0.1983,0.1059,0.0383,0.126
2026-01-22 18:48:08,user_021,Telegram,Loved the movie,23,18,Thursday,FALSE,0.513,0.176,0.1127,0.0357,0.1188
2026-01-22 20:51:50,user_063,Telegram,I am happy today,22,20,Thursday,FALSE,0.8998,0.1074,0.0732,0.0099,0.071
2026-01-22 20:54:26,user_063,Instagram,Can you send me the link?,22,20,Thursday,FALSE,0.6336,0.0005,0.1452,0.0419,0.0615
2026-01-23 00:10:56,user_052,WhatsApp,I can't deal with this right now,21,0,Friday,TRUE,0.0749,0.4564,0.3431,0.0853,0.3239
2026-01-23 00:14:34,user_035,Telegram,"Please reply, I'm worrying",4,0,Friday,TRUE,0,0.6064,0.8228,0.1099,0.558
2026-01-23 02:43:47,user_025,Discord,I feel really alone sometimes,6,2,Friday,TRUE,0.0218,0.6535,0.3942,0.0437,0.4103
2026-01-23 04:16:49,user_008,Snapchat,Did you do the homework?,23,4,Friday,TRUE,0.7761,0.2357,0.0118,0.0481,0.1104
2026-01-23 06:03:37,user_008,Telegram,Everything feels overwhelming,6,6,Friday,FALSE,0.2992,0.4337,0.6171,0.1006,0.4146
2026-01-23 06:48:39,user_032,WhatsApp,I have so much to do,21,6,Friday,FALSE,0.3295,0.5943,0.3026,0.1338,0.3771
2026-01-23 07:02:01,user_016,WhatsApp,Everything feels overwhelming,23,7,Friday,FALSE,0.3754,0.5342,0.797,0.1901,0.5401
2026-01-23 07:17:54,user_017,Messenger,I'm so far behind,9,7,Friday,FALSE,0.3261,0.3407,0.525,0.0823,0.3406
2026-01-23 08:00:31,user_010,Discord,I don't know what to do,12,8,Friday,FALSE,0.0517,0.292,0.7598,0.1117,0.4107
2026-01-23 08:03:47,user_027,Instagram,You're the best,1,8,Friday,FALSE,0.5463,0.051,0.048,0.0385,0.0469
2026-01-23 08:18:16,user_060,Telegram,On my way,2,8,Friday,FALSE,0.6087,0.061,0.1866,0.0321,0.0977
2026-01-23 08:20:48,user_074,Telegram,Okay,9,8,Friday,FALSE,0.521,0.189,0.1765,0.0365,0.1465
2026-01-23 14:08:08,user_071,Messenger,I'm so far behind,24,14,Friday,FALSE,0.3546,0.4537,0.5529,0.1096,0.4024
2026-01-23 14:56:19,user_060,Messenger,I feel really alone sometimes,5,14,Friday,FALSE,0.1845,0.669,0.4453,0.0109,0.4262
2026-01-23 15:05:58,user_073,WhatsApp,I feel really alone sometimes,10,15,Friday,FALSE,0.0594,0.5511,0.5612,0.1683,0.4589
2026-01-23 15:56:53,user_052,Snapchat,My chest feels tight,12,15,Friday,FALSE,0.1143,0.243,0.6025,0.0268,0.3148
2026-01-23 17:12:26,user_039,Snapchat,My chest feels tight,1,17,Friday,FALSE,0.2709,0.4462,0.8708,0.0602,0.4983
2026-01-23 19:10:11,user_026,WhatsApp,Okay,6,19,Friday,FALSE,0.599,0.0364,0.1897,0.0225,0.0866
2026-01-23 19:59:57,user_070,WhatsApp,I feel really alone sometimes,16,19,Friday,FALSE,0.3224,0.5311,0.4949,0.1233,0.4165
2026-01-23 20:50:28,user_057,Discord,I'll be there in 5,19,20,Friday,FALSE,0.6547,0.1617,0.0938,0.0418,0.108
2026-01-23 23:00:07,user_072,Messenger,I am happy today,12,23,Friday,FALSE,0.8687,0.0415,0.1231,0.0207,0.0648
2026-01-24 01:40:06,user_061,Instagram,You're the best,4,1,Saturday,TRUE,0.704,0.2185,0.1253,0.0167,0.1354
2026-01-24 05:02:05,user_023,Snapchat,Can't wait for the weekend,11,5,Saturday,FALSE,0.51,0.0956,0.0663,0.0307,0.0691
2026-01-24 07:48:22,user_016,Snapchat,Can you send me the link?,16,7,Saturday,FALSE,0.8873,0.0988,0.0094,0.0149,0.0465
2026-01-24 08:10:46,user_046,Instagram,I'm drowning in work,20,8,Saturday,FALSE,0.3843,0.4948,0.3523,0.1937,0.3696
2026-01-24 08:19:36,user_041,Telegram,I need a break,15,8,Saturday,FALSE,0.2183,0.4128,0.5628,0.0874,0.3839
2026-01-24 08:20:28,user_003,Snapchat,Everything feels overwhelming,25,8,Saturday,FALSE,0.0624,0.4497,0.7755,0.113,0.4795
2026-01-24 10:49:25,user_023,Snapchat,Trying to keep it together,9,10,Saturday,FALSE,0.2164,0.4978,0.3232,0.0305,0.3199
2026-01-24 15:51:51,user_019,Snapchat,I'm so nervous,11,15,Saturday,FALSE,0.1814,0.2632,0.8066,0.0831,0.4084
2026-01-24 15:54:07,user_032,Snapchat,Loved the movie,3,15,Saturday,FALSE,0.9132,0.1394,0.0081,0.0418,0.069
2026-01-24 17:20:53,user_072,Instagram,Okay,21,17,Saturday,FALSE,0.7219,0.0035,0.0018,0.0019,0.0025
2026-01-24 21:13:08,user_049,Messenger,I don't know what to do,9,21,Saturday,FALSE,0.2367,0.4916,0.6832,0.0844,0.4569
2026-01-24 21:27:19,user_011,Instagram,School is stressing me out,22,21,Saturday,FALSE,0.2439,0.522,0.5843,0.0416,0.4237
2026-01-24 21:42:33,user_055,Telegram,Did you do the homework?,22,21,Saturday,FALSE,0.6376,0.1113,0.1183,0.0368,0.0951
2026-01-24 21:53:42,user_043,Messenger,Nobody understands,6,21,Saturday,FALSE,0.1175,0.6412,0.5223,0.145,0.4755
2026-01-24 21:57:26,user_074,Messenger,I have no real friends,4,21,Saturday,FALSE,0.263,0.5271,0.5829,0.1448,0.4511
2026-01-24 23:28:49,user_063,Telegram,Wish I had someone to talk to,14,23,Saturday,FALSE,0.2915,0.6815,0.3268,0.0883,0.4091
2026-01-25 00:03:34,user_064,Instagram,I am happy today,1,0,Sunday,TRUE,0.4411,0.125,0.0877,0.0004,0.0808
2026-01-25 01:58:55,user_063,WhatsApp,Nobody understands,17,1,Sunday,TRUE,0,0.8102,0.4181,0.1635,0.5113
2026-01-25 02:18:10,user_014,Instagram,Did you do the homework?,20,2,Sunday,TRUE,0.5433,0.1447,0.0339,0.047,0.0815
2026-01-25 02:42:06,user_043,Snapchat,I'm worried about exams,9,2,Sunday,TRUE,0,0.6807,0.302,0.0767,0.3972
2026-01-25 05:39:29,user_040,Messenger,Wish I had someone to talk to,13,5,Sunday,FALSE,0.0353,0.7533,0.373,0.1178,0.4613
2026-01-25 08:44:07,user_020,Messenger,Just woke up,11,8,Sunday,FALSE,0.8155,0.0431,0.0583,0.0483,0.0497
2026-01-25 12:53:12,user_047,Snapchat,I'll be there in 5,19,12,Sunday,FALSE,0.5886,0.059,0.1395,0.0132,0.0757
2026-01-25 13:10:20,user_025,Instagram,What's the point,2,13,Sunday,FALSE,0.3055,0.5605,0.5412,0.1315,0.4465
2026-01-25 14:01:48,user_074,WhatsApp,That was hilarious,11,14,Sunday,FALSE,0.8151,0.1582,0.0272,0.02,0.0778
2026-01-25 14:32:46,user_066,Discord,My parents are so annoying,19,14,Sunday,FALSE,0.0388,0.3892,0.4023,0.1128,0.3247
2026-01-25 15:07:59,user_069,Instagram,Did you do the homework?,3,15,Sunday,FALSE,0.6197,0.0482,0.1135,0.0039,0.06
2026-01-25 15:44:08,user_010,Telegram,What time is it?,17,15,Sunday,FALSE,0.6363,0.0839,0.1824,0.0178,0.1019
2026-01-25 18:23:21,user_020,Telegram,I'm drowning in work,10,18,Sunday,FALSE,0.1499,0.5827,0.3882,0.0062,0.3705
2026-01-25 18:37:22,user_064,Messenger,My parents are so annoying,4,18,Sunday,FALSE,0.1615,0.3135,0.5556,0.0318,0.3278
2026-01-25 19:32:06,user_030,Snapchat,You're the best,17,19,Sunday,FALSE,0.8528,0.1244,0.056,0.0102,0.0719
2026-01-25 19:33:44,user_029,Instagram,Just woke up,7,19,Sunday,FALSE,0.7369,0.1162,0.1276,0.0395,0.101
2026-01-25 19:45:21,user_072,Snapchat,See you tomorrow,4,19,Sunday,FALSE,0.9494,0.1123,0.0771,0.0301,0.0794
2026-01-25 21:09:46,user_036,Instagram,Best day ever,21,21,Sunday,FALSE,0.9401,0.0828,0.0823,0.0222,0.0674
2026-01-26 01:50:46,user_020,Messenger,Are we still on for later?,18,1,Monday,TRUE,0.4058,0.2308,0.1046,0.047,0.1407
2026-01-26 06:49:10,user_019,Instagram,I am happy today,21,6,Monday,FALSE,0.7653,0.0388,0.1552,0.0176,0.0742
2026-01-26 10:40:51,user_053,WhatsApp,Can you send me the link?,24,10,Monday,FALSE,0.6869,0.0213,0.1794,0.0246,0.0774
2026-01-26 12:36:57,user_041,Messenger,Everyone is hanging out without me,6,12,Monday,FALSE,0.0573,0.7587,0.3541,0.0162,0.4315
2026-01-26 13:03:32,user_007,Instagram,School is stressing me out,11,13,Monday,FALSE,0.1217,0.3808,0.3842,0.0702,0.3043
2026-01-26 13:50:51,user_035,Discord,So much homework,2,13,Monday,FALSE,0.1855,0.5374,0.3991,0.1687,0.3968
2026-01-26 15:47:10,user_033,Discord,Best day ever,2,15,Monday,FALSE,0.6777,0.0605,0.1992,0.0489,0.1061
2026-01-26 18:18:30,user_044,Messenger,Why am I always alone,15,18,Monday,FALSE,0.3923,0.6721,0.3441,0.113,0.4176
2026-01-26 18:59:28,user_010,Instagram,I feel really alone sometimes,2,18,Monday,FALSE,0.2143,0.7488,0.3155,0.0754,0.4288
2026-01-26 19:11:20,user_029,Messenger,What if it goes wrong?,12,19,Monday,FALSE,0.0034,0.3645,0.6204,0.1051,0.3892
2026-01-26 19:39:27,user_037,Telegram,Why am I always alone,24,19,Monday,FALSE,0.2917,0.7206,0.3171,0.0218,0.4047
2026-01-26 20:11:53,user_005,Snapchat,What's the point,15,20,Monday,FALSE,0.3923,0.6914,0.2729,0.027,0.3788
2026-01-26 20:25:26,user_012,WhatsApp,I'm so nervous,3,20,Monday,FALSE,0.1707,0.3497,0.7995,0.0305,0.4274
2026-01-26 20:43:42,user_042,Snapchat,I am happy today,4,20,Monday,FALSE,0.8985,0.1661,0.0336,0.0084,0.0803
2026-01-26 20:52:21,user_016,WhatsApp,I'm worried about exams,19,20,Monday,FALSE,0.3774,0.5327,0.4859,0.1528,0.4213
2026-01-26 22:45:37,user_063,Discord,Can you send me the link?,4,22,Monday,FALSE,0.9064,0.1455,0.091,0.0024,0.0907
2026-01-26 23:30:39,user_067,Telegram,Everything feels overwhelming,1,23,Monday,FALSE,0.0634,0.5706,0.8225,0.0386,0.5258
2026-01-27 05:12:40,user_043,Telegram,Why am I always alone,23,5,Tuesday,FALSE,0.0274,0.5568,0.4427,0.1384,0.4123
2026-01-27 05:22:38,user_057,WhatsApp,"Please reply, I'm worrying",5,5,Tuesday,FALSE,0.1219,0.4465,0.8963,0.198,0.5418
2026-01-27 06:04:49,user_061,Messenger,Everything feels overwhelming,5,6,Tuesday,FALSE,0.3017,0.5849,0.3598,0.0041,0.3609
2026-01-27 06:47:42,user_068,Instagram,Trying to keep it together,25,6,Tuesday,FALSE,0.2736,0.3127,0.4346,0.0337,0.2856
2026-01-27 09:28:55,user_055,Messenger,I don't know what to do,24,9,Tuesday,FALSE,0.2911,0.597,0.7333,0.1607,0.5356
2026-01-27 12:20:42,user_005,Discord,That was hilarious,18,12,Tuesday,FALSE,0.6649,0.1387,0.0576,0.0473,0.0875
2026-01-27 19:35:34,user_029,WhatsApp,Did you do the homework?,17,19,Tuesday,FALSE,0.9257,0.1424,0.1855,0.0319,0.1298
